,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
823,RF,Regions Financial,45.0,3.2,,,,9/8/19,6762000000.0,0.11,1759000000.0,0.393,126000000000.0,14401000000,Financial Services,Banks—Regional,9/12/20,,20073.0,5.52,-0.98,7.52,7.51,,,,,,,,,
824,RGA,Reinsurance Group of America,,,,,,,12875700000.0,0.029,715800000.0,-0.607,64535200000.0,8922000000,Financial Services,Insurance—Reinsurance,9/12/20,,3188.0,2.72,-6.5,4.16,9.69,,,,,,,,,
825,RHI,Robert Half International,,,,,,8/4/18,5800300000.0,0.101,434300000.0,0.495,1903100000.0,7759200000,Industrials,Staffing & Employment Services,9/12/20,,16000.0,2.67,6.48,2.1,9.82,,,,,,,,,
826,RIO,Rio Tinto,53.0,3.6,,,no,9/8/19,,,,,,,Basic Materials,Other Industrial Metals & Mining,9/12/20,,46000.0,6.27,15.41,16.58,5.67,,,,,,,,,
827,RJF,Raymond James Financial,,,,,,,7475800000.0,0.146,856700000.0,0.347,37412900000.0,11340900000,Financial Services,Capital Markets,9/12/20,,14200.0,2.03,0.13,8.8,12.86,,,,,,,,,
828,RL,Ralph Lauren,41.0,,,,,8/4/18,6182300000.0,-0.071,162800000.0,-,6143300000.0,10195700000,Consumer Cyclical,Apparel Manufacturing,9/12/20,,13700.0,0.0,-3.46,-4.55,1.41,,,,,,,,,
829,RLGY,Realogy Holdings,,,,,,,6079000000.0,-0.006,137000000.0,-0.682,7290000000.0,1301900000,Real Estate,Real Estate Services,9/12/20,,10150.0,3.75,-29.54,-21.01,,,,,,,,,,
830,RNG,RingCentral Inc,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,2363.0,0.0,81.58,69.05,,,,,,,,,,
831,RNWK,RealNetworks,,,,,,,,,,,,,Communication Services,Electronic Gaming & Multimedia,9/12/20,,453.0,0.0,-33.35,-22.6,-7.72,,,,,,,,,
832,ROG.SW,Roche Holding AG,,,,,,,,,,,,,Healthcare,Drug Manufacturers—General,9/12/20,,97735.0,2.75,,,,,,,,,,,,
833,ROK,Rockwell Automation,,,,,,8/4/18,6666000000.0,0.056,535500000.0,-0.351,6262000000.0,20975200000,Industrials,Specialty Industrial Machinery,9/12/20,,23000.0,1.86,11.45,17.74,15.81,,,,,,,,,
834,ROKU,"Roku, Inc.",,,,,,,,,,,,,Communication Services,Entertainment,9/12/20,,1650.0,0.0,,,,,,,,,,,,
835,ROP,Roper Industries,,,,,yes,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,16460.0,0.52,19.58,20.81,20.76,,,,,,,,,
836,ROST,Ross Stores,45.0,,,,,8/4/18,14983500000.0,0.06,1587500000.0,0.165,6073700000.0,34501800000,Consumer Cyclical,Apparel Retail,9/12/20,,92500.0,0.0,16.03,13.36,22.02,,,,,,,,,
837,ROX,Castle Brands,,,,,,,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
838,ROYT,Pacific Coast Oil Trust,,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,,0.0,,,,,,,,,,,,
839,RP,Realpage,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,7400.0,0.0,9.51,25.34,12.97,,,,,,,,,
840,RRC,Range Resources Corp.,37.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,655.0,0.0,-25.28,-27.63,-14.12,,,,,,,,,
841,RRD,R.R. Donnelley & Sons Company,,,,,,,6800200000.0,-0.02,-11000000.0,-,3640800000.0,332500000,Industrials,Specialty Business Services,9/12/20,,36400.0,0.0,-42.6,-9.78,-1.41,,,,,,,,,
842,RS,Reliance Steel & Aluminum,,,,,,,11534500000.0,0.187,633700000.0,0.033,8044900000.0,6054500000,Basic Materials,Steel,9/12/20,,15300.0,2.4,14.88,14.62,11.48,,,,,,,,,
843,RSG,Republic Services,,,,,,8/4/18,10040900000.0,0,1036900000.0,-0.189,21617000000.0,25851500000,Industrials,Waste Management,9/12/20,,36000.0,1.79,14.79,20.48,13.39,,,,,,,,,
844,RTN,Raytheon,71.0,,,,,8/4/18,27058000000.0,0.067,2909000000.0,0.437,31864000000.0,51390100000,Industrials,Aerospace & Defense,9/12/20,,67000.0,0.0,,,,,,,,,,,,
845,RUN,Sunrun,,,,,,,,,,,,,Technology,Solar,9/12/20,,4800.0,0.0,100.62,37.19,,,,,,,,,,
846,S32.L,South32 Limited,,,,,,,,,,,,,Basic Materials,Other Industrial Metals & Mining,9/12/20,,,1.33,,,,,,,,,,,,
847,SABR,Sabre Corporation,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,9250.0,0.0,-22.37,-19.87,,,,,,,,,,
848,SAFT,Safety Insurance Group,41.0,3.5,,,yes,9/8/19,,,,,,,Financial Services,Insurance—Property & Casualty,9/12/20,,609.0,5.18,3.24,9.67,8.81,,,,,,,,,
849,SAH,Sonic Automotive,,,,,,,9951600000.0,0.009,51700000.0,-0.445,3796800000.0,636700000,Consumer Cyclical,Auto & Truck Dealerships,9/12/20,,9300.0,0.9,31.78,14.48,16.94,,,,,,,,,
850,SAM,"The Boston Beer Company, Inc.",,,,,,,,,,,,,Consumer Defensive,Beverages—Brewers,9/12/20,,2128.0,0.0,77.47,31.6,28.89,,,,,,,,,
851,SAN,Santander,,,,,,,,,,,,,Financial Services,Banks—Diversified,9/12/20,,194284.0,0.0,-25.96,-11.27,-5.85,,,,,,,,,
852,SANM,Sanmina,,,,,,,7110100000.0,0.035,-95500000.0,-1.688,4085100000.0,1974200000,Technology,Electronic Components,9/12/20,,34000.0,0.0,-10.21,5.9,10.03,,,,,,,,,
853,SAVE,Spirit Airlines,55.0,,,,,8/4/18,,,,,,,Industrials,Airlines,9/12/20,,8938.0,0.0,-20.68,-18.75,,,,,,,,,,
854,SBGI,Sinclair Broadcast Group,46.0,,,,,8/4/18,,,,,,,Communication Services,Broadcasting,9/12/20,,11800.0,3.98,-7.74,-2.4,15.43,,,,,,,,,
855,SBNY,Signature Bank,69.0,3.1,,,no,9/8/19,,,,,,,Financial Services,Banks—Regional,9/12/20,,1472.0,2.43,-7.93,-6.45,10.12,,,,,,,,,
856,SBUX,Starbucks,59.0,,,,,8/4/18,24719500000.0,0.104,4518300000.0,0.566,24156400000.0,92449200000,Consumer Cyclical,Restaurants,9/12/20,,346000.0,1.93,18.38,10.09,22.11,,,,,,,,,
857,SCC.BK,Siam Cement Public Company Limited,,,,,,,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,,3.6,,,,,,,,,,,,
858,SCHW,Charles Schwab,64.0,,,,,8/4/18,10989000000.0,0.226,3507000000.0,0.49,296000000000.0,57051300000,Financial Services,Capital Markets,9/12/20,,21800.0,2.08,-2.0,4.26,10.99,,,,,,,,,
859,SCI,Service Corporation International,,,,,,,,,,,,,Consumer Cyclical,Personal Services,9/12/20,,25000.0,1.75,8.79,9.19,18.94,,,,,,,,,
860,SE,Sea Limited,,,,,,,,,,,,,Communication Services,Electronic Gaming & Multimedia,9/12/20,,29800.0,0.0,,,,,,,,,,,,
861,SEB,Seaboard,,,,,,,6583000000.0,0.133,-17000000.0,-1.069,5307000000.0,5001500000,Industrials,Conglomerates,9/12/20,,13100.0,0.31,-13.12,-2.5,5.82,,,,,,,,,
862,SEDG,SolarEdge,,,,,,,,,,,,,Technology,Solar,9/12/20,,2431.0,0.0,94.89,44.91,,,,,,,,,,
863,SEE,Sealed Air,,,,,,8/4/18,,,,,,,Consumer Cyclical,Packaging & Containers,9/12/20,,16500.0,1.65,-1.92,-3.69,7.56,,,,,,,,,
864,SFM,Sprouts Farmers Market,,,,,,8/4/18,,,,,,,Consumer Defensive,Grocery Stores,9/12/20,,30000.0,0.0,3.64,-0.55,,,,,,,,,,
865,SFUN,Fang Holdings Limited,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,3359.0,0.0,-58.76,-44.86,,,,,,,,,,
866,SGEN,"Seattle Genetics, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,1605.0,0.0,40.88,27.22,27.98,,,,,,,,,
867,SHAK,Shake Shack,,,,,,,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,7603.0,0.0,28.53,3.46,,,,,,,,,,
868,SHI,Sinopec,,,,,,,,,,,,,Energy,Oil & Gas Refining & Marketing,9/12/20,,8516.0,8.4,-21.67,-2.84,2.15,,,,,,,,,
869,SHLD,Sears Holdings,13.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Department Stores,9/12/20,,,0.0,,,,,,,,,,,,
870,SHOP,Shopify,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,5000.0,0.0,97.9,103.26,,,,,,,,,,
871,SHOS,Sears Hometown & Outlet Stores,27.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Department Stores,9/12/20,,,,,,,,,,,,,,,
872,SHW,Sherwin-Williams,67.0,,,,,8/4/18,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,61111.0,0.76,27.58,23.29,26.15,,,,,,,,,
873,SINA,SINA Corporation,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,8300.0,0.0,-29.53,5.41,1.31,,,,,,,,,
874,SIRI,Sirius XM Holdins Inc,,,,,,8/4/18,,,,,,,Communication Services,Broadcasting,9/12/20,,4534.0,0.95,0.57,8.26,18.52,,,,,,,,,
875,SIX,Six Flags Entertainment Group,,,,,yes,8/4/18,,,,,,,Consumer Cyclical,Leisure,9/12/20,,2450.0,0.0,-18.92,-5.37,15.0,,,,,,,,,
876,SJI,"South Jersey Industries, Inc.",,,,,,,,,,,,,Utilities,Utilities—Diversified,9/12/20,,1100.0,5.79,-13.11,2.18,2.44,,,,,,,,,
877,SJM,JM Smucker,,,,,,8/4/18,7357100000.0,-0.005,1338600000.0,1.26,15301200000.0,13251500000,Consumer Defensive,Packaged Foods,9/12/20,,7000.0,3.18,4.86,2.17,8.62,,,,,,,,,
878,SJR,Shaw Communications,,,,,,,,,,,,,Communication Services,Telecom Services,9/12/20,,,4.74,-2.27,3.25,2.43,,,,,,,,,
879,SKT,Tanger Factory Outleet Centers,,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,285.0,0.0,-27.22,-17.83,-3.26,,,,,,,,,
880,SKX,Sketchers,,,,,,,,,,,,,Consumer Cyclical,Footwear & Accessories,9/12/20,,4000.0,0.0,5.92,-7.24,15.07,,,,,,,,,
881,SLM,SLM Corp,,,,,,8/4/18,,,,,,,Financial Services,Credit Services,9/12/20,,1900.0,1.59,-9.75,-0.96,8.15,,,,,,,,,
882,SMDS.L,DS Smith Plc,,,,,,,,,,,,,Consumer Cyclical,Packaging & Containers,9/12/20,,30000.0,0.0,,,,,,,,,,,,
883,SMLP,Summit Midstream Partners LP,,,,,,8/4/18,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,,0.0,-37.39,-15.25,,,,,,,,,,
884,SNA,Snap-on,48.0,3.3,,,,9/8/19,,,,,,,Industrials,Tools & Accessories,9/12/20,,12800.0,2.92,2.65,0.83,14.51,,,,,,,,,
885,SNAP,Snap,86.0,,,,no,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,3195.0,0.0,16.57,,,,,,,,,,,
886,SNE,Sony,,,,,,,,,,,,,Technology,Consumer Electronics,9/12/20,,111700.0,0.6,24.57,24.53,10.27,,,,,,,,,
887,SNPS,Synopsys,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,13896.0,0.0,36.0,33.13,23.85,,,,,,,,,
888,SNR,New Senior Investment Group Inc,,,,,no,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,19.0,6.27,-14.05,-7.24,,,,,,,,,,
889,SNX,Synnex,,,,,,,20053800000.0,0.176,300600000.0,-0.002,11480400000.0,4885100000,Technology,Information Technology Services,9/12/20,,235000.0,0.0,3.88,8.75,18.33,,,,,,,,,
890,SNY,Sanofi,,,,,,8/4/18,,,,,,,Healthcare,Drug Manufacturers—General,9/12/20,,100409.0,3.35,5.47,3.79,8.39,,,,,,,,,
891,SO,Southern,,,,,,,23495000000.0,0.02,2226000000.0,1.644,117000000000.0,53466300000,Utilities,Utilities—Regulated Electric,9/12/20,,27943.0,4.97,5.29,8.28,7.08,,,,,,,,,
892,SOHU,Sohu.com Limited,,,,,,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,7800.0,0.0,-30.77,-16.11,-10.08,,,,,,,,,
893,SPCE,Virgin Galactic,,,,,,,,,,,,,Industrials,Aerospace & Defense,9/12/20,,721.0,0.0,,,,,,,,,,,,
894,SPG,Simon Property Group,49.0,,,,,8/4/18,5657900000.0,0.022,2440100000.0,0.253,30686200000.0,56301700000,Real Estate,REIT - Retail,9/12/20,,4150.0,,-18.87,-11.18,3.38,,,,,,,,,
895,SPGI,S&P Global,,,,,,8/4/18,6258000000.0,0.032,1958000000.0,0.309,9458000000.0,51812400000,Financial Services,Financial Data & Stock Exchanges,9/12/20,,22500.0,0.78,32.51,30.54,28.34,,,,,,,,,
896,SPLK,Splunk,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,5800.0,0.0,39.94,25.66,,,,,,,,,,
897,SPOT,Spotify,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,6049.0,0.0,,,,,,,,,,,,
898,SPPI,"Spectrum Pharmaceuticals, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,146.0,0.0,-27.4,-10.15,0.4,,,,,,,,,
899,SPR,Axel Springer SE,,,,,,,7222000000.0,0.034,617000000.0,0.739,5685900000.0,9672100000,Industrials,Aerospace & Defense,9/12/20,,18200.0,0.21,-34.89,-16.19,0.68,,,,,,,,,
900,SPTN,SpartanNash,,,,,,,8064600000.0,-0.008,33600000.0,-,1971900000.0,570600000,Consumer Defensive,Food Distribution,9/12/20,,10400.0,4.51,-5.9,-5.39,5.42,,,,,,,,,
901,SPWH,Sportsman Warehouse,,,,,,,,,,,,,Consumer Cyclical,Leisure,9/12/20,,2350.0,0.0,45.03,-0.82,,,,,,,,,,
902,SQ,Square,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,3835.0,0.0,70.83,,,,,,,,,,,
903,SR,Spire Inc.,,,,,,,,,,,,,Utilities,Utilities—Regulated Gas,9/12/20,,3536.0,4.6,-7.69,5.1,7.98,,,,,,,,,
904,SRE,Sempra Energy,,,,,,,11687000000.0,0.043,1049000000.0,3.098,60638000000.0,34508600000,Utilities,Utilities—Diversified,9/12/20,,18000.0,3.54,2.42,8.38,10.66,,,,,,,,,
905,SRI,"Stoneridge, Inc.",,,,,,,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,4700.0,0.0,5.06,10.32,7.78,,,,,,,,,
906,SRLP,Sprague Resources LP,,,,,,8/4/18,,,,,,,Energy,Oil & Gas Refining & Marketing,9/12/20,,,17.71,-4.16,5.42,,,,,,,,,,
907,SSNLF,Samsung Electron,,,,,,,,,,,,,,,9/12/20,,,,4.41,21.25,13.79,,,,,,,,,
908,SSY,Sysco,,,,,,,58727300000.0,0.061,1430800000.0,0.252,18070400000.0,34278800000,Healthcare,Medical Care Facilities,9/12/20,,67000.0,0.0,-11.98,-10.12,-5.25,,,,,,,,,
909,SSYS,Stratasys Ltd,,,,,,,,,,,,,Technology,Computer Hardware,9/12/20,,2100.0,0.0,-15.02,-13.14,-4.3,,,,,,,,,
910,ST,Sensata Technologies Holding plc,31.0,3.2,,,,9/8/19,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,21000.0,0.0,-2.25,-1.21,8.72,,,,,,,,,
911,STFGX,State Farm Insurance,,,,,yes,,81732200000.0,0.043,8788400000.0,2.983,273000000000.0,#VALUE!,,,9/12/20,,56788.0,,,,,,,,,,,,,
912,STI,SunTrust Banks,,,,,,8/4/18,10431000000.0,0.071,2775000000.0,0.221,216000000000.0,26262900000,Financial Services,Banks - Regional - US,9/12/20,,22899.0,0.0,,,,,,,,,,,,
913,STL,Sterling Bancorp,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,1617.0,2.59,-18.64,-3.0,5.16,,,,,,,,,
914,STLD,Steel Dynamics,,,,,,,11821800000.0,0.239,1258400000.0,0.548,7703600000.0,7862800000,Basic Materials,Steel,9/12/20,,8200.0,,-1.57,11.91,9.42,,,,,,,,,
915,STNE,StoneCo,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,,0.0,,,,,,,,,,,,
916,STT,State Street Corp.,,,,,,8/4/18,12973000000.0,0.102,2599000000.0,0.194,245000000000.0,24919600000,Financial Services,Asset Management,9/12/20,,39068.0,3.24,-9.23,0.53,7.47,,,,,,,,,
917,STX,Seagate Technology,20.0,,,,,8/4/18,,,,,,,Technology,Computer Hardware,9/12/20,,42000.0,5.66,20.51,3.66,19.77,,,,,,,,,
918,STZ,"Constellation Brands (Corona, Svedka,...)",68.0,,,,yes,8/4/18,7585000000.0,0.035,2318900000.0,0.511,20538700000.0,33209600000,Consumer Defensive,Beverages—Wineries & Distilleries,9/12/20,,9000.0,1.59,-1.06,9.5,27.97,,,,,,,,,
919,SU,Suncor Energy,,,,,,,,,,,,,Energy,Oil & Gas Integrated,9/12/20,,12889.0,4.57,-19.81,-6.02,-3.86,,,,,,,,,
920,SUN,Sunoco LP,,,,,,8/4/18,,,,,,,Energy,Oil & Gas Refining & Marketing,9/12/20,,,13.33,3.55,3.26,,,,,,,,,,
921,SVU,Supervalu,,,,,,8/4/18,,,,,,,Consumer Defensive,Grocery Stores,9/12/20,,,,,,,,,,,,,,,
922,SWI,Solarwinds,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,3274.0,0.0,,,,,,,,,,,,
923,SWIR,"Sierra Wireless, Inc.",,,,,,,,,,,,,Technology,Communication Equipment,9/12/20,,1300.0,0.0,-21.79,-13.65,1.99,,,,,,,,,
924,SWK,Stanley Black & Decker,60.0,,,,,8/4/18,13982400000.0,0.097,605200000.0,-0.506,19408000000.0,20610300000,Industrials,Tools & Accessories,9/12/20,,59438.0,1.78,4.24,11.43,11.81,,,,,,,,,
925,SWKS,Skyworks Solutions,36.0,3.2,,,maybe,9/8/19,,,,,,,Technology,Semiconductors,9/12/20,,9000.0,1.48,9.54,10.17,22.88,,,,,,,,,
926,SWN,Southwestern Energy,19.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,923.0,0.0,-24.37,-31.41,-23.34,,,,,,,,,
927,SYF,Synchrony Financial,,,,,no,8/4/18,18253000000.0,0.093,2790000000.0,0.442,107000000000.0,22644600000,Financial Services,Credit Services,9/12/20,,16500.0,,-1.12,-1.64,,,,,,,,,,
928,SYK,Stryker,,,,,,8/4/18,13601000000.0,0.093,3553000000.0,2.483,27229000000.0,73695700000,Healthcare,Medical Devices,9/12/20,,40000.0,1.14,13.15,16.22,16.57,,,,,,,,,
929,SYMC,Symantec,48.0,,,,,8/4/18,,,,,,,Technology,Software - Application,9/12/20,,,,3.46,,,,,,,,,,,
930,SYY,Sysco,57.0,,,,,8/4/18,,,,,,,Consumer Defensive,Food Distribution,9/12/20,,57000.0,2.91,7.92,11.71,10.06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
931,T,AT&T,47.0,,,,no,8/4/18,171000000000.0,0.064,19370000000.0,-0.342,532000000000.0,2.28E+11,Communication Services,Telecom Services,9/12/20,,243000.0,7.19,-0.61,3.55,5.58,,,,,,,,,
932,TA,TravelCenters of America,,,,,,,6973600000.0,0.152,-120600000.0,-14.016,1442100000.0,166000000,Consumer Cyclical,Specialty Retail,9/12/20,,15279.0,0.0,4.51,-18.44,3.11,,,,,,,,,
933,TAP,Molson Coors Brewing,,,,,,,10769600000.0,-0.021,1116500000.0,-0.287,30109800000.0,12958000000,Consumer Defensive,Beverages—Brewers,9/12/20,,17700.0,0.0,-23.73,-9.14,1.22,,,,,,,,,
934,TATN.ME,PJSC Tatneft,,,,,,,,,,,,,Energy,Oil & Gas Integrated,9/12/20,,,14.04,,,,,,,,,,,,
935,TCEHY,Tencent Holdings Ltd,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,70756.0,0.24,15.95,32.14,33.0,,,,,,,,,
936,TCS,Tata Consultancy Services,60.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Specialty Retail,9/12/20,,3500.0,0.0,-0.32,-24.03,,,,,,,,,,
937,TD,The Toronto-Dominion Bank,,,,,,,,,,,,,Financial Services,Banks—Diversified,9/12/20,,89566.0,5.04,-0.25,8.1,6.07,,,,,,,,,
938,TDG,TransDigm Group,10.0,1.8,,,,9/8/19,,,,,,,Industrials,Aerospace & Defense,9/12/20,,18300.0,0.0,30.62,21.83,27.17,,,,,,,,,
939,TDOC,Teladoc,,,,,,,,,,,,,Healthcare,Health Information Services,9/12/20,,2727.0,0.0,77.87,51.88,,,,,,,,,,
940,TEAM,Atlassian Corporation,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,4907.0,0.0,68.51,,,,,,,,,,,
941,TECD,Tech Data,56.0,3.3,,,maybe,9/8/19,37239000000.0,0.013,340600000.0,1.92,12986600000.0,3779000000,Technology,Computer Distribution,9/12/20,,14000.0,0.0,,,,,,,,,,,,
942,TECHM.NS,Tech Mahindra Limited,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,123416.0,3.87,,,,,,,,,,,,
943,TECK,Teck Resources Limited,,,,,,,,,,,,,Basic Materials,Other Industrial Metals & Mining,9/12/20,,10100.0,1.29,-15.94,16.54,-7.34,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,
944,TEL,TE Connectivity Ltd.,47.0,3.5,,,,9/8/19,,,,,,,Technology,Electronic Components,9/12/20,,80000.0,1.96,8.42,11.8,15.45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
945,TEN,Tenneco,,,,,,,11763000000.0,0.268,55000000.0,-0.734,13232000000.0,1793200000,Consumer Cyclical,Auto Parts,9/12/20,,78000.0,0.0,-44.17,-26.15,-8.58,,,,,,,,,
946,TER,Teradyne,,,,,no,8/4/18,,,,,,,Technology,Semiconductor Equipment & Materials,9/12/20,,5500.0,0.53,28.6,33.73,23.2,,,,,,,,,
947,TEVA,Teva Pharmaceutical Industries,,,,,,8/4/18,,,,,,,Healthcare,Drug Manufacturers—Specialty & Generic,9/12/20,,40039.0,0.0,-21.72,-29.18,-10.88,,,,,,,,,
948,TGI,Triumph Group,17.0,,,,,8/4/18,,,,,,,Industrials,Aerospace & Defense,9/12/20,,9989.0,2.58,-35.94,-31.38,-13.91,,,,,,,,,
949,TGNA,TEGNA,49.0,,,,,8/4/18,,,,,,,Communication Services,Broadcasting,9/12/20,,6883.0,2.34,1.49,-1.0,8.75,,,,,,,,,
950,TGT,Target,47.0,,,,,8/4/18,75356000000.0,0.048,2937000000.0,0.001,41290000000.0,41440900000,Consumer Defensive,Discount Stores,9/12/20,,368000.0,1.86,39.27,15.41,12.16,,,,,,,,,
951,THC,Tenet Healthcare,,,,,,,18313000000.0,-0.112,111000000.0,-,22409000000.0,2968600000,Healthcare,Medical Care Facilities,9/12/20,,88608.0,0.0,19.37,-9.01,5.06,,,,,,,,,
952,THO,Thor Industries,,,,,,,8328900000.0,0.149,430200000.0,0.149,2778700000.0,3434300000,Consumer Cyclical,Recreational Vehicles,9/12/20,,21750.0,1.68,-4.06,12.96,15.71,,,,,,,,,
953,THS,TreeHouse Foods,,,,,,,5812100000.0,-0.078,-61400000.0,-,5599300000.0,3614100000,Consumer Defensive,Packaged Foods,9/12/20,,10800.0,0.0,-15.46,-13.12,-0.42,,,,,,,,,
954,TIF,Tiffany,46.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Luxury Goods,9/12/20,,14100.0,2.03,7.99,9.12,11.86,,,,,,,,,
955,TIVO,TiVo Corporation,,,,,,,,,,,,,Technology,Software - Application,9/12/20,,,0.0,,,,,,,,,,,,
956,TJX,TJX,65.0,,,,,8/4/18,38972900000.0,0.087,3059800000.0,0.173,14326000000.0,65615700000,Consumer Cyclical,Apparel Retail,9/12/20,,286000.0,0.0,15.53,9.77,19.0,,,,,,,,,
957,TKC,TeurkcellIletisimHizmetlieri AS,,,,,,,,,,,,,Communication Services,Telecom Services,9/12/20,,,8.43,-14.57,-6.47,-6.96,,,,,,,,,
958,TLRY,Tilray Cannabis,,,,,,,,,,,,,Healthcare,Drug Manufacturers—Specialty & Generic,9/12/20,,1646.0,0.0,,,,,,,,,,,,
959,TMK,Torchmark,42.0,,,,,8/4/18,,,,,,,Financial Services,Insurance - Life,9/12/20,,,,-25.31,-21.52,-34.7,,,,,,,,,
960,TMO,Thermo Fisher Scientific,57.0,,,,,8/4/18,24358000000.0,0.164,2938000000.0,0.32,56232000000.0,1.09E+11,Healthcare,Diagnostics & Research,9/12/20,,75000.0,0.21,30.81,28.72,25.27,,,,,,,,,
961,TMUS,T-Mobile,,,,,no,8/4/18,,,,,,,Communication Services,Telecom Services,9/12/20,,53000.0,0.0,20.97,22.88,19.91,,,,,,,,,
962,TOL,"Toll Brothers, Inc.",,,,,,,7143300000.0,0.228,748200000.0,0.397,10244600000.0,5283000000,Consumer Cyclical,Residential Construction,9/12/20,,5100.0,1.02,4.88,4.11,9.51,,,,,,,,,
963,TOUR,Tuniu Corporation,,,,,,,,,,,,,Consumer Cyclical,Travel Services,9/12/20,,6188.0,0.0,-49.48,-39.99,,,,,,,,,,
964,TPR,Tapestry,,,,,,,5880000000.0,0.31,397500000.0,-0.327,6678300000.0,9421400000,Consumer Cyclical,Luxury Goods,9/12/20,,12400.0,0.0,-21.78,-5.47,-3.25,,,,,,,,,
965,TPX,"Tempur Sealy International, Inc.",,,,,,,,,,,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,7400.0,0.0,12.48,2.21,11.52,,,,,,,,,
966,TREX,Trex,,,,,,,,,,,,,Industrials,Building Products & Equipment,9/12/20,,1332.0,0.0,50.43,48.32,38.89,,,,,,,,,
967,TRGP,Targa Resources,,,,,,,10484000000.0,0.189,1600000.0,-0.97,16938200000.0,9645600000,Energy,Oil & Gas Midstream,9/12/20,,2680.0,2.68,-19.22,-12.14,,,,,,,,,,
968,TRIP,TripAdvisor,38.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Travel Services,9/12/20,,2926.0,0.0,,,,,,,,,,,,
969,TROW,T. Rowe Price,60.0,,,,,8/4/18,,,,,,,Financial Services,Asset Management,9/12/20,,7527.0,2.87,17.3,14.27,11.85,,,,,,,,,
970,TRV,Travelers Cos.,71.0,,,,,8/4/18,30282000000.0,0.048,2523000000.0,0.227,104000000000.0,36126700000,Financial Services,Insurance—Property & Casualty,9/12/20,,30800.0,3.04,0.09,5.21,10.66,,,,,,,,,
971,TS,Tenaris S.A.,,,,,,,,,,,,,Energy,Oil & Gas Equipment & Services,9/12/20,,23200.0,7.69,-21.9,-10.14,-6.26,,,,,,,,,
972,TSCO,Tractor Supply,41.0,,,,,8/4/18,7911000000.0,0.09,532400000.0,0.26,3085300000.0,11839700000,Consumer Cyclical,Specialty Retail,9/12/20,,38000.0,1.16,32.45,10.28,22.99,,,,,,,,,
973,TSLA,Tesla,63.0,,,,no,8/4/18,21461300000.0,0.825,-976100000.0,-,29739600000.0,48337800000,Consumer Cyclical,Auto Manufacturers,9/12/20,,48016.0,0.0,72.4,49.42,57.24,,,,,,,,,
974,TSLX,TPG Speciality Lending,,,,,,,,,,,,,Financial Services,Asset Management,9/12/20,,,9.58,5.04,8.76,,,,,,,,,,
